Game,Developer,Publisher,Type,Score,Raw Text,Processed Tokens,Processed Text,Numeric_Score,Sentiment Score,Sentiment Category,Sentiment_story_narrative,Sentiment_characters_world,Sentiment_visuals_art,Sentiment_audio_music,Sentiment_gameplay_mechanics,Sentiment_controls_camera,Sentiment_difficulty_balance,Sentiment_performance_bugs,Sentiment_ui_qol,Sentiment_content_replay,Sentiment_multiplayer_online,Sentiment_monetization_value
Foretales,Alkemi Games,"Dear Villagers, Plug In Digital",User,8.0,"Foretales is an interesting mix of narrative and card-game. While not much of a challenge, it's a refreshing way of enjoying the good old feel from mulitple-choices adventure books of the 80's.
The experience is smooth, the drawings are in a lovely classic Disney style, with delicious expressions, the narrator's, voice is funnily grandiloquent, and the music is really sweet.
As a cherry on top, there is a replay value with multiple branches scenarios.
Definetly a lovely ride for people looking for a nice adventure game, not too hard, but charming, and impressive for a small, young studio. Can't wait to see the formula refined and pushed forward.","['interesting', 'mix', 'narrative', 'much', 'challenge', 'refreshing', 'way', 'enjoying', 'good', 'old', 'feel', 'adventure', 'book', 'experience', 'smooth', 'drawing', 'lovely', 'classic', 'disney', 'style', 'delicious', 'expression', 'narrator', 'voice', 'funnily', 'grandiloquent', 'music', 'really', 'sweet', 'cherry', 'top', 'replay', 'value', 'multiple', 'branch', 'scenario', 'definetly', 'lovely', 'ride', 'people', 'looking', 'nice', 'adventure', 'game', 'hard', 'charming', 'impressive', 'small', 'young', 'studio', 'ca', 'wait', 'see', 'formula', 'refined', 'pushed', 'forward']",interesting mix narrative much challenge refreshing way enjoying good old feel adventure book experience smooth drawing lovely classic disney style delicious expression narrator voice funnily grandiloquent music really sweet cherry top replay value multiple branch scenario definetly lovely ride people looking nice adventure game hard charming impressive small young studio ca wait see formula refined pushed forward,8.0,0.979,Positive,0.48966666666666664,0.9286,0.9286,0.9286,,0.9286,0.7175666666666666,,,0.4939,,0.4939
Torrente,Cinemaware,O3 Entertainment,Critic,43.0,"This exotic pedigree gives Torrente the game an air of intrigue that eclipses the final product, which turns out to be a typically rotten movie-licensed budget shooter.","['exotic', 'pedigree', 'give', 'game', 'air', 'intrigue', 'eclipse', 'final', 'product', 'turn', 'typically', 'rotten', 'budget', 'shooter']",exotic pedigree give game air intrigue eclipse final product turn typically rotten budget shooter,43.0,-0.5106,Negative,,,,,,,,,,,,
Torrente,Cinemaware,O3 Entertainment,Critic,40.0,Maybe if it was in the bargain bin for 5 dollars I could see a reason to buy it. Just to see how truly bad it is.,"['maybe', 'bargain', 'bin', 'dollar', 'could', 'see', 'reason', 'buy', 'see', 'truly', 'bad']",maybe bargain bin dollar could see reason buy see truly bad,40.0,0.0516,Positive,,,,,,,,,,,,
Torrente,Cinemaware,O3 Entertainment,Critic,48.0,"Really disappointing [gameplay], poor controls, poorly designed missions, poor execution.","['really', 'disappointing', 'gameplay', 'poor', 'control', 'poorly', 'designed', 'mission', 'poor', 'execution']",really disappointing gameplay poor control poorly designed mission poor execution,48.0,-0.8812,Negative,,,,,-0.8812,-0.8812,,,,-0.8812,,
Torrente,Cinemaware,O3 Entertainment,User,10.0,"10/10 el mejor juego del universo, me lo regalo mi primo porque 'no le gustaba', no le creo porque la verdad este juego es un jodido goty, el goty del 2004","['el', 'mejor', 'juego', 'del', 'universo', 'lo', 'regalo', 'mi', 'primo', 'porque', 'le', 'gustaba', 'le', 'creo', 'porque', 'la', 'verdad', 'este', 'juego', 'e', 'un', 'jodido', 'goty', 'el', 'goty', 'del']",el mejor juego del universo lo regalo mi primo porque le gustaba le creo porque la verdad este juego e un jodido goty el goty del,10.0,-0.5267,Negative,,,,,,,,,,,,
Torrente,Cinemaware,O3 Entertainment,User,10.0,Obra maestra perfectamente como la película juegos como gta se inspiraron en este juego que te puede llevar a otra dimensión por su cuarta pared y las pajillas de torrente,"['obra', 'maestra', 'perfectamente', 'como', 'la', 'película', 'juegos', 'como', 'gta', 'se', 'inspiraron', 'en', 'este', 'juego', 'que', 'te', 'puede', 'llevar', 'otra', 'dimensión', 'por', 'su', 'cuarta', 'pared', 'la', 'pajillas', 'de']",obra maestra perfectamente como la película juegos como gta se inspiraron en este juego que te puede llevar otra dimensión por su cuarta pared la pajillas de,10.0,0.0,Neutral,,,0.0,,,,,,,,,
Torrente,Cinemaware,O3 Entertainment,User,10.0,"Obra maestra en todos sus aspectos, una obra audiovisual espectacular donde te adentras en los suburbios de Madrid,un protagonista que es el padre de toda España, GTA se queda corto ante esta obra maestra, lo más bonito es que puedes visitar el Calderón, recomiendo jugarlo","['obra', 'maestra', 'en', 'todos', 'sus', 'aspectos', 'una', 'obra', 'audiovisual', 'espectacular', 'donde', 'te', 'adentras', 'en', 'los', 'suburbios', 'de', 'madrid', 'un', 'protagonista', 'que', 'e', 'el', 'padre', 'de', 'toda', 'españa', 'gta', 'se', 'queda', 'corto', 'ante', 'esta', 'obra', 'maestra', 'lo', 'más', 'bonito', 'e', 'que', 'puedes', 'visitar', 'el', 'calderón', 'recomiendo', 'jugarlo']",obra maestra en todos sus aspectos una obra audiovisual espectacular donde te adentras en los suburbios de madrid un protagonista que e el padre de toda españa gta se queda corto ante esta obra maestra lo más bonito e que puedes visitar el calderón recomiendo jugarlo,10.0,0.0,Neutral,,0.0,0.0,0.0,,,,,,,,
Hades,Supergiant Games,Supergiant Games,Critic,95.0,"Do you know what I'm going to do after writing this review? Play Hades again - for fun. It's just so damn good. Maybe I'll be able to escape hell, maybe not, but I'll be happy to try again.","['know', 'going', 'writing', 'review', 'play', 'fun', 'damn', 'good', 'maybe', 'able', 'escape', 'hell', 'maybe', 'happy', 'try']",know going writing review play fun damn good maybe able escape hell maybe happy try,95.0,0.8123,Positive,0.0,,,,,,,,,,,
Hades,Supergiant Games,Supergiant Games,Critic,90.0,"As with previous titles from Supergiant Games, Hades features stellar artwork and music, masterfully creating a world of Greek mythology. The fast-paced action feels great, and the roguelike elements create a synergy with the game’s story, resulting in a truly addictive experience.","['previous', 'title', 'supergiant', 'game', 'feature', 'stellar', 'artwork', 'music', 'masterfully', 'creating', 'world', 'greek', 'mythology', 'action', 'feel', 'great', 'roguelike', 'element', 'create', 'synergy', 'game', 'story', 'resulting', 'truly', 'addictive', 'experience']",previous title supergiant game feature stellar artwork music masterfully creating world greek mythology action feel great roguelike element create synergy game story resulting truly addictive experience,90.0,0.8834,Positive,0.8442,0.296,0.296,0.296,,,,,,,,
Hades,Supergiant Games,Supergiant Games,Critic,100.0,"Hades is a roguelike action RPG developed and published by Supergiant Games. It set a new bar for roguelike games with amazing visuals, character development, and storyline. Hades does have a few minor issues that plague most roguelikes. But these don’t impact the overall experience of an amazingly great game.","['roguelike', 'action', 'rpg', 'developed', 'published', 'supergiant', 'game', 'set', 'new', 'bar', 'roguelike', 'game', 'amazing', 'visuals', 'character', 'development', 'storyline', 'minor', 'issue', 'plague', 'roguelikes', 'impact', 'overall', 'experience', 'amazingly', 'great', 'game']",roguelike action rpg developed published supergiant game set new bar roguelike game amazing visuals character development storyline minor issue plague roguelikes impact overall experience amazingly great game,100.0,0.8587,Positive,0.5859,0.5859,0.5859,0.0,,,0.29295,0.0,,,0.0,
Hades,Supergiant Games,Supergiant Games,User,,Hades is trying so hard to richen the experience with the variety provided but couldn't pull it off due to it's length. It won't be any different after 20 hours.,"['trying', 'hard', 'richen', 'experience', 'variety', 'provided', 'could', 'pull', 'due', 'length', 'wo', 'different', 'hour']",trying hard richen experience variety provided could pull due length wo different hour,,-0.1111,Negative,,,,,,,-0.1111,,,-0.05555,,
Hades,Supergiant Games,Supergiant Games,User,10.0,"Giving this a 10 for the rouglike genre. Obviously if you don't like rouglikes you won't like this game. Few minor tweaks I'd make and rate 9.6 if I could, but since I can't, rounding up to 10.","['giving', 'rouglike', 'genre', 'obviously', 'like', 'rouglikes', 'wo', 'like', 'game', 'minor', 'tweak', 'make', 'rate', 'could', 'since', 'ca', 'rounding']",giving rouglike genre obviously like rouglikes wo like game minor tweak make rate could since ca rounding,10.0,-0.1053,Negative,,,,,,,,,,,,
Hades,Supergiant Games,Supergiant Games,User,7.0,Un Rogue-Like vraiment intéressant qui nousfais découvrir les enfers sous un autre angle,"['un', 'vraiment', 'intéressant', 'qui', 'nousfais', 'découvrir', 'le', 'enfers', 'sou', 'un', 'autre', 'angle']",un vraiment intéressant qui nousfais découvrir le enfers sou un autre angle,7.0,0.0,Neutral,,,0.0,,0.0,0.0,,,0.0,,,
DRIV3R,Reflections Interactive,Atari SA,Critic,80.0,"Although the gameplay loses out with its linearity and the walking episodes are weak, it makes up for it with awesome driving sections, a great story, fantastic graphics and the wonderful casting of A-list Hollywood actors.","['although', 'gameplay', 'loses', 'linearity', 'walking', 'episode', 'weak', 'make', 'awesome', 'driving', 'section', 'great', 'story', 'fantastic', 'graphic', 'wonderful', 'casting', 'hollywood', 'actor']",although gameplay loses linearity walking episode weak make awesome driving section great story fantastic graphic wonderful casting hollywood actor,80.0,0.9062,Positive,0.9062,0.9062,0.9062,,0.9062,,,,,,,
DRIV3R,Reflections Interactive,Atari SA,Critic,70.0,"An above average game. Most people will love the intense action and gunplay that features so prominently, whilst putting up with the control issues, occasional camera problems and sometimes downright annoying fact at you can complete a mission and feel very proud of yourself, before being told that you failed and that you have to do it all again.","['average', 'game', 'people', 'love', 'intense', 'action', 'gunplay', 'feature', 'prominently', 'whilst', 'putting', 'control', 'issue', 'occasional', 'camera', 'problem', 'sometimes', 'downright', 'annoying', 'fact', 'complete', 'mission', 'feel', 'proud', 'told', 'failed']",average game people love intense action gunplay feature prominently whilst putting control issue occasional camera problem sometimes downright annoying fact complete mission feel proud told failed,70.0,0.1171,Positive,,,0.1171,0.1171,0.1171,0.1171,0.1171,,,0.1171,,
DRIV3R,Reflections Interactive,Atari SA,Critic,50.0,"Here was a game with real potential to be what everybody had basically hoped for: 'Grand Theft Auto' with really good graphics. Instead, what's here needs an air bag.","['game', 'real', 'potential', 'everybody', 'basically', 'hoped', 'theft', 'auto', 'really', 'good', 'graphic', 'instead', 'need', 'air', 'bag']",game real potential everybody basically hoped theft auto really good graphic instead need air bag,50.0,0.8313,Positive,,,0.8313,,,,0.8313,,,,,
